name,style,abv,ibu,brewer_name,tipo
Thick Freakness Aged in Corn Whiskey Barrels,American-Style Imperial Stout,11.5,70.0,Steel String Brewery,Stout
Thirteenth Anniversary,Wood- and Barrel-Aged Beer,12.0,60.0,Firestone Walker Brewing Company,Stout
This Is A Huge Blueberry Melomel,Other Fruit Melomel,15.0,17.0,Crafted Artisan Meadery,Fruit
This Is A Spiced Peach,Sweet Mead,16.0,1.0,Crafted Artisan Meadery,Mead
This Is An Oaked Raspberry Blossom Mead,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Thomas Hardy's Ale,Strong Ale,11.7,40.0,O'Hanlon's Brewing Company Ltd.,Ale
Thorin,Imperial or Double India Pale Ale,11.4,40.0,Broken Goblet Brewing,India Pale Ale
Thread Spinner,American-Style Barley Wine Ale,13.5,90.0,Lakewood Brewing Company,Ale
Three Bears,Belgian-Style Tripel,13.0,18.0,BearWaters Brewing Company,Trappist
Three Guy Off The Scale Barley Wine,American-Style Barley Wine Ale,15.0,40.0,Dark Horse Brewing Company,Ale
Three Hundred Sixty-Five First Anniversary Ale,Belgian-Style Dark Strong Ale,11.2,40.0,Kane Brewing Co.,Ale
Thunder & Son,American-Style Brown Ale,12.0,40.0,Half Acre Beer Company,Ale
Thunder Thighs,Belgian-Style Quadrupel,12.8,30.0,Jagged Mountain Brewery,Trappist
Thunderfoot,Specialty Stouts,12.0,60.0,Shoreline Brewery,Special
Ticklefight,American-Style Barley Wine Ale,11.5,66.0,Solemn Oath Brewery,Ale
Timberline,American-Style Barley Wine Ale,11.4,120.0,Jagged Mountain Brewery,Ale
Tiny,American-Style Imperial Stout,11.8,60.0,Weyerbacher Brewing Company,Stout
Tokyo 18.2,American-Style Imperial Stout,18.0,90.0,BrewDog,Stout
Tokyo*,American-Style Imperial Stout,16.5,90.0,BrewDog,Stout
Tovarish,British-Style Imperial Stout,11.2,60.0,Beachwood BBQ & Brewing,Stout
Track #10,American-Style Imperial Stout,13.5,60.0,The Lost Abbey,Stout
Track #13,Wood- and Barrel-Aged Beer,12.9,60.0,The Lost Abbey,Stout
Track #8,Wood- and Barrel-Aged Beer,13.7,60.0,The Lost Abbey,Stout
Track 11,Wood- and Barrel-Aged Beer,12.5,60.0,The Lost Abbey,Stout
Traditional Honey Wine,Dry Mead,12.0,1.0,Louisville Mead Co.,Mead
Train Fight,British-Style Imperial Stout,11.2,60.0,Tapistry Brewing,Stout
Transistor,American-Style Imperial Stout,15.0,60.0,Bluejacket,Stout
Traverse City Barrel Aged Porter,American-Style Imperial Porter,11.7,34.0,Bell's Brewery,Porter
Traverse City Whiskey Barrel Aged Cherry Third Coast,American-Style Imperial Porter,11.7,34.0,Bell's Brewery,Porter
Traverse City Whiskey Barrel Aged Coffee Consecrator Doppelbock Beer,German-Style Doppelbock,11.4,17.0,Bell's Brewery,Lager
Trickery,American-Style Imperial Stout,13.5,65.0,Hardywood Park Craft Brewery,Stout
Trignac,Wood- and Barrel-Aged Beer,12.0,60.0,Brouwerij Van Honsebrouck,Stout
Trip in the Woods: Barrel Aged Ginger Bigfoot,American-Style Barley Wine Ale,11.4,40.0,Sierra Nevada Brewing Company,Ale
Trip In the Woods: Cocoa Coconut Narwhal,American-Style Imperial Stout,11.8,60.0,Sierra Nevada Brewing Company,Stout
TRIPA,Imperial or Double India Pale Ale,11.5,40.0,Kuhnhenn Brewing,India Pale Ale
Tripel Horse (Oak Bourbon Barrel Aged),Belgian-Style Tripel,12.0,25.0,River Horse Brewing Company,Trappist
Tripel Julep,Belgian-Style Tripel,12.2,25.0,Boulevard Brewing Company,Trappist
Tripel Treat,Belgian-Style Tripel,11.7,25.0,Adelbert's Brewery,Trappist
Triple Barrel Warmer,Wood- and Barrel-Aged Strong Beer,11.7,50.0,C.H. Evans Brewing Company,Ale
Triple Blitz IPA,Imperial or Double India Pale Ale,12.0,40.0,"DasBrew, Inc.",India Pale Ale
Triple IPA,Imperial or Double India Pale Ale,11.9,100.0,Garage Brewing Co.,India Pale Ale
Triple IPA,Imperial or Double India Pale Ale,12.4,138.0,Dangerous Man Brewing Company,India Pale Ale
Triple Sweet Action,Strong Ale,13.0,95.0,Sixpoint Brewery,Ale
Trippel Weizenbock,South German-Style Weizenbock / Weissbock,12.0,13.0,The Livery,Wheat
Tripper Noche,American-Style Imperial Stout,12.1,60.0,New Holland Brewing Company,Stout
Triton,British-Style Barley Wine Ale,11.5,74.0,DESTIHL Brewery,Ale
Tröegs Splinter Beer Gold,Belgian-Style Tripel,12.0,25.0,Tröegs Brewing Company,Trappist
Trojan Horse,American-Style Barley Wine Ale,13.5,40.0,903 Brewers,Ale
Trouble Ahead,American-Style Barley Wine Ale,11.5,65.0,Ocelot Brewing Company,Ale
Trump and Pump,American-Style Imperial Stout,15.0,60.0,Three Floyds Brewing Company,Stout
Tsar Bomba,American-Style Imperial Stout,12.0,60.0,Gravity Brewing,Stout
Tupelo Dry Mead,Dry Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Tupelo Mead,Semi-Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Tusk & Grain - Bourbon Barrel Aged Coconut Stout,American-Style Imperial Stout,11.5,60.0,Saint Archer Brewing Company,Stout
Tustin Rum To The Hills,American-Style Barley Wine Ale,12.7,40.0,Tustin Brewing Company,Ale
Tweak,Wood- and Barrel-Aged Strong Beer,17.5,60.0,Avery Brewing Company,Ale
Tweedle Weiss,Berliner-Style Weisse (Wheat),43.0,5.0,Wonderland Brewing Company,Wheat
Twelfth Anniversary,Wood- and Barrel-Aged Beer,12.0,60.0,Firestone Walker Brewing Company,Stout
Twentieth Anniversary Ale,Other Belgian-Style Ales,12.5,40.0,North Coast Brewing Company,Ale
Uerige Doppelsticke - Edition 1862,German-Style Altbier,11.8,1.0,Uerige Obergärige Hausbrauerei,Mead
Ukrainian Imperial Stout,American-Style Imperial Stout,11.9,53.0,Duck Foot Brewing Company,Stout
Ukulele,American-Style Sour Ale,13.5,40.0,Bruery Terreux,Ale
Uncle Jacob's,Wood- and Barrel-Aged Beer,17.4,60.0,Avery Brewing Company,Stout
Unfinished Business,American-Style Imperial Stout,13.1,60.0,Perrin Brewing Company,Stout
Union Station Quad,Belgian-Style Quadrupel,11.3,30.0,C.H. Evans Brewing Company,Trappist
Unobtanium IPA,American-Style India Pale Ale,20.0,40.0,Hilliard's Beer,India Pale Ale
Unplugged Beam Kopi Luwak,American-Style Imperial Stout,12.5,60.0,Acoustic Ales Brewing Experiment,Stout
Until Next Time Imperial Stout,American-Style Imperial Stout,12.0,60.0,Dark Horse Brewing Company,Stout
Up The Creek Extreme IPA,Imperial or Double India Pale Ale,12.5,111.0,Thomas Creek Brewery,India Pale Ale
Uprising Tripel IPA,American-Style India Pale Ale,12.0,40.0,Iron Fist Brewing Company,India Pale Ale
Urthel Samaranth,Belgian-Style Dark Strong Ale,11.5,40.0,De Leyerth Brouwerijen,Ale
V-Twelve,Other Belgian-Style Ales,12.0,40.0,Victory Brewing Company,Ale
Valiant Cherry Medved,British-Style Imperial Stout,13.0,60.0,Valiant Brewing,Stout
Valiant Coco Brown,American-Style Stout,11.6,60.0,Valiant Brewing,Stout
Vanilla Bean Fathead,American-Style Barley Wine Ale,11.5,33.0,Nebraska Brewing Company,Ale
Vanilla Cinnamon,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Vanilla Csar,British-Style Imperial Stout,12.0,60.0,Tin Man Brewing Company,Stout
Vanilla Hazelnut Marshal Zhukov's,American-Style Imperial Stout,11.5,60.0,Cigar City Brewing,Stout
Venus - Belgian-style Quadrupel,Other Belgian-Style Ales,16.0,40.0,Midnight Sun Brewing Company,Ale
Verchuosity,Belgian-Style Dark Strong Ale,12.0,40.0,The Livery,Ale
Veritas 011,American-Style Barley Wine Ale,13.5,40.0,The Lost Abbey,Ale
Very Angry Beast,American-Style Imperial Stout,11.5,60.0,Clown Shoes Beer,Stout
Very Big Moose,Sweet or Cream Stout,12.0,60.0,BrewDog,Stout
Very Owd Gordo (Pappy Van Winkle Barrel Aged Gordo),Old Ale,11.3,40.0,Flat12 Bierwerks,Ale
Viking Blood,Open Category Mead,19.0,1.0,Dansk Mjød,Mead
Vikingernes Mjød,Dry Mead,19.0,1.0,Dansk Mjød,Mead
Vinatta Russian Imperial Stout,American-Style Imperial Stout,12.0,84.0,Kelsen Brewing Company,Stout
Vindictive,American-Style Imperial Stout,14.9,60.0,The Bruery,Stout
VinSpina Sauvignon Blanc,Other Specialty Cider or Perry,12.5,52.5,Banville Wine Merchants,Fruit
Vlad the Conquistedor,Specialty Beer,13.3,52.5,Hailstorm Brewing Co.,Special
Vlad the Impaler,American-Style Imperial Stout,13.1,74.0,Royal Docks Brewing,Stout
Vulgar Display of Power,American-Style Imperial Stout,14.0,111.0,Brash Brewing Company,Stout
Wai Meli,Metheglin,14.0,1.0,Pacific Breach,Mead
Waldo's Special Ale,Imperial or Double India Pale Ale,11.5,84.0,Lagunitas Brewing Company,India Pale Ale
Warning Sign,German-Style Eisbock,12.0,17.0,Rockyard Brewing Company,Lager
Wee Heavy Aged In Sherry Barrels,American-Style Barley Wine Ale,12.0,40.0,Thirsty Dog Brewing Company,Ale
Well Water,American-Style Barley Wine Ale,11.8,40.0,Witch's Hat Brewing Company,Ale
Wet N' Wild,Sweet Mead,14.2,1.0,Moonlight Meadery,Mead
Wheat Wine,American-Style Wheat Wine Ale,11.5,13.0,Portsmouth Brewery,Ale
Wheat Wine Ale,Light American Wheat Ale or Lager with Yeast,12.0,13.0,Smuttynose Brewing Company,Lager
Wheat Wine Ale,American-Style Wheat Wine Ale,12.3,13.0,Rough Draft Brewing Company,Ale
Whiskey Barrel Stout,American-Style Imperial Stout,11.8,32.0,Boulevard Brewing Company,Stout
Whiskey Rebellion – Russian Imperial Stout Aged In Bourbon Barrels,Wood- and Barrel-Aged Dark Beer,11.2,31.0,Warped Wing Brewing,Stout
Whiskey Sour,American-Style Sour Ale,11.5,40.0,Hopshire Farm and Brewery,Ale
White Chocolate,American-Style Barley Wine Ale,14.0,40.0,The Bruery,Ale
White Chocolate with Cherries,Wood- and Barrel-Aged Beer,14.2,60.0,The Bruery,Stout
White Label Barley Wine (Cognac Barrel),American-Style Barley Wine Ale,15.0,40.0,Bierbrouwerij Emelisse,Ale
White Label Barley Wine (Heaven Hill BA),British-Style Barley Wine Ale,15.0,40.0,Bierbrouwerij Emelisse,Ale
White Label Barley Wine 2014 (Makers Mark Barrel),American-Style Barley Wine Ale,12.0,40.0,Bierbrouwerij Emelisse,Ale
White Oak,Belgian-Style White (or Wit) / Belgian-Style Wheat,11.5,20.0,The Bruery,Wheat
White Tail Unidragon,American-Style Imperial Stout,12.0,60.0,Clown Shoes Beer,Stout
Who's your Paddy?,American-Style Barley Wine Ale,12.1,40.0,Sean Patrick's Irish Pub and Texas Grub,Ale
Wicked Poison,American-Style Wheat Wine Ale,14.0,12.0,Black Bridge Brewery,Ale
Widow Maker,American-Style Imperial Stout,11.8,60.0,City Star Brewing Company,Stout
Wild & Scenic - Igor Unchained,American-Style Imperial Stout,13.5,60.0,Kern River Brewing Company,Stout
Wild Ohio,Open Category Mead,14.0,1.0,Brothers Drake Meadery,Mead
Wild Virginia Blend,Wood- and Barrel-Aged Sour Beer,11.6,60.0,Brothers Craft Brewing,Ale
Wildberry Lambic,Belgian-Style Fruit Lambic,12.0,5.0,Lagerhaus Brewery & Grill,Fruit
Wildflower Traditional Mead,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Willett Bourbon Barrel Aged Imperial Stout,American-Style Imperial Stout,11.5,60.0,Lagunitas Brewing Company,Stout
Wilma's Wandering EyePA,Imperial or Double India Pale Ale,12.2,93.0,Double Barley Brewing,India Pale Ale
Wineification III,American-Style Imperial Stout,19.0,60.0,The Bruery,Stout
Winter harvest,Golden or Blonde Ale,11.3,36.0,Stone Brewing,Lager
Winter Mead with Spices,Dry Mead,12.0,1.0,Die Hochland Imker,Mead
Winterkoninkse,Specialty Beer,13.0,52.5,Brouwerij Kerkom,Special
With Kindness,Wood- and Barrel-Aged Beer,12.8,60.0,Perrin Brewing Company,Stout
Witless Ale,American-Style Sour Ale,13.0,40.0,D9 Brewing Company,Ale
Woodcut No. 5: Belgian-Style Quad Ale,Belgian-Style Dark Strong Ale,11.3,40.0,Odell Brewing Company,Ale
Woodcut No. 7: Russian Imperial Stout,American-Style Imperial Stout,12.5,60.0,Odell Brewing Company,Stout
Wooden Spoke II - Soured Belgian Golden Strong,Belgian-Style Blonde Ale,13.0,40.0,Mother Road Brewing Company,Lager
Woody B,American-Style Barley Wine Ale,12.0,40.0,Crabtree Brewing Company,Ale
World Wide Stout,American-Style Imperial Stout,18.0,70.0,Dogfish Head Craft Brewery,Stout
Wulver,Scottish-Style Heavy Ale,12.0,22.0,Thirsty Dog Brewing Company,Ale
XIX - 19th Anniversary Ale,Wood- and Barrel-Aged Beer,13.8,60.0,Firestone Walker Brewing Company,Stout
Xolotl,American-Style Imperial Stout,13.7,60.0,Avery Brewing Company,Stout
xRéserve Imperial Coffee Stout,American-Style Imperial Stout,11.5,50.0,Saucony Creek Brewing Company,Stout
XVII - 17th Anniversary Ale,Wood- and Barrel-Aged Strong Beer,13.3,30.0,Firestone Walker Brewing Company,Ale
XVIII - 18th Anniversary Ale,Wood- and Barrel-Aged Beer,13.0,60.0,Firestone Walker Brewing Company,Stout
XX - 20th Anniversary Ale,Wood- and Barrel-Aged Beer,13.0,60.0,Firestone Walker Brewing Company,Stout
XXX Warlock Double Imperial Stout,American-Style Imperial Stout,18.4,74.0,Bristol Brewing Company,Stout
Xyauyù Barrel,American-Style Barley Wine Ale,14.0,10.0,Birrificia Le Baladin,Ale
Xyauyù Etichetta Oro,American-Style Barley Wine Ale,13.5,40.0,Birrificia Le Baladin,Ale
Xyauyù Fumé,American-Style Barley Wine Ale,14.0,10.0,Birrificia Le Baladin,Ale
Yankee Swap,Strong Ale,12.0,38.0,Somerville Brewing Company,Ale
Ye Olde Battering Ram,American-Style Black Ale,11.9,101.0,MadTree Brewing Company,Ale
Yellow Belly Sundae,British-Style Imperial Stout,12.0,60.0,Omnipollo,Stout
Yeti,American-Style Barley Wine Ale,12.0,80.0,One Barrel Brewing,Ale
Yo Momma's Strawberry Pizzazz,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
You Never Even Call Me By My Name,French & Belgian-Style Saison,12.2,55.0,TRiNiTY Brewing,Session
You're In The Jungle Baby!,American-Style Imperial Stout,12.0,60.0,Evil Twin Brewing,Stout
Your Mom,American-Style Barley Wine Ale,12.0,40.0,Ei8ht Ball Brewing,Ale
Yule Ale,Herb and Spice Beer,12.0,52.5,Boom Island Brewing Company,Special
Zeruda No Eru,American-Style Strong Pale Ale,12.0,40.0,Sub Noir Brewing,Ale
Zombies Take Manhattan,Dry Mead,12.0,1.0,B. Nektar Meadery,Mead
