name,style,abv,ibu,brewer_name,tipo
Wayward Winter Hard Cider,Fruit Cider,6.5,1.0,Blake's Hard Cider Co.,Cider
Wedding Alt,German-Style Altbier,5.4,1.0,Brewer's Alley Restaurant & Brewery,Mead
Weihenstephaner Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Bayerische Staatsbrauerei Weihenstephan,Lager
Westphalia ALT,German-Style Altbier,4.3,1.0,Ten 10 Brewing Company,Mead
Wet N' Wild,Sweet Mead,14.2,1.0,Moonlight Meadery,Mead
Whippersnapper,Cyser (Apple Melomel),6.0,1.0,Bardic Wells Meadery,Cider
Whiskey Cask Cider,English Cider,6.9,1.0,Thistly Cross Cider,Cider
White Grape,Fruit Cider,5.0,1.0,Okanagan Cider Company,Cider
Wickson,Fruit Cider,8.2,1.0,Wandering Aengus Ciderworks,Cider
Wiesensteiger Weihnachtsbier,German-Style Oktoberfest / Wiesen (Meadow),5.3,1.0,"Bierbrauerei ""Zum Lamm"" Karl Ege GmbH & Co.",Lager
Wild Ass Ginger,Open Category Mead,6.0,1.0,St. Ambrose Cellars,Mead
Wild Berries,Fruit Cider,4.0,1.0,Rekorderlig,Cider
Wild Cherry,Fruit Cider,4.7,1.0,Bold Rock Hard Cider,Cider
Wild Child,Fruit Cider,6.5,1.0,Northville Winery & Brewing Co.,Cider
Wild Horse Ale,German-Style Altbier,4.8,1.0,Great Basin Brewing Company,Mead
Wild Ohio,Open Category Mead,14.0,1.0,Brothers Drake Meadery,Mead
Wildflower Mead,Open Category Mead,6.9,1.0,Charm City Meadworks,Mead
Wildflower Traditional Mead,Sweet Mead,12.0,1.0,Crafted Artisan Meadery,Mead
Will's Alt,German-Style Altbier,5.3,1.0,Breakside Brewery,Mead
William Tell Hard Apple Cider,Fruit Cider,6.0,1.0,Cider Brothers,Cider
Winter Chill,Fruit Cider,5.0,1.0,Vermont Hard Cider Company,Cider
Winter Mead with Spices,Dry Mead,12.0,1.0,Die Hochland Imker,Mead
Winter-Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.1,1.0,Neumarkter Lammsbräu,Lager
Wismarer Herbstfestbier,German-Style Oktoberfest / Wiesen (Meadow),5.8,1.0,Brauhaus am Lohberg,Lager
Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.6,1.0,Weyerbacher Brewing Company,Wheat
Witches Brew,German-Style Altbier,4.8,1.0,Blue Ridge Brewing Company,Mead
Woinemer Kupfer,German-Style Oktoberfest / Wiesen (Meadow),5.5,1.0,Woinemer Hausbrauerei,Lager
Woodchuck Day Chaser,English Cider,5.5,1.0,Vermont Hard Cider Company,Cider
Woodchuck Fall Harvest,New England Cider,5.0,1.0,Vermont Hard Cider Company,Cider
Woodchuck Hopped Apple,Fruit Cider,6.9,1.0,Vermont Hard Cider Company,Cider
Woodchuck Pear,Fruit Cider,4.0,1.0,Vermont Hard Cider Company,Cider
Woodchuck Private Reserve Barrel Select,Fruit Cider,6.9,1.0,Vermont Hard Cider Company,Cider
Woodchuck Private Reserve Cherry,Fruit Cider,6.9,1.0,Vermont Hard Cider Company,Cider
Woodchuck Raspberry,Fruit Cider,4.0,1.0,Vermont Hard Cider Company,Cider
Woodchuck Winter,Fruit Cider,5.0,1.0,Vermont Hard Cider Company,Cider
Wunderkind,New England Cider,6.0,1.0,Bantam Cider,Cider
Wyldwood Organic Pear,Fruit Cider,6.0,1.0,Westons Cider,Cider
XOXO,German-Style Altbier,8.5,1.0,Rust Belt Brewing Company,Mead
Yakima Valley Apple,Fruit Cider,5.2,1.0,Martin House Brewing Company,Cider
Yakima Valley Dry Hopped Cider,Fruit Cider,6.9,1.0,Tieton Cider Works,Cider
Yellow Belly,New England Cider,5.5,1.0,Sapsucker Farms,Cider
Yellow Collar,Dry Mead,5.9,1.0,Blue Dog Mead,Mead
Yo Momma's Strawberry Pizzazz,Dry Mead,14.0,1.0,B. Nektar Meadery,Mead
Yo Soy Un Berliner,Berliner-Style Weisse (Wheat),4.0,1.0,Freetail Brewing Company,Wheat
Yo! Blueberry,Fruit Cider,6.2,1.0,Slim Pickens Cider & Mead,Cider
You Down With CCP?,Sweet Mead,6.0,1.0,Crafted Artisan Meadery,Mead
Zaskar IPA,English Cider,7.0,1.0,Arbor Ales,Cider
Zen Berry,Fruit Cider,5.0,1.0,Ciderboys Cider Co.,Cider
Zesty Blood Orange,Fruit Cider,4.0,1.0,Bulmers Cider,Cider
Zoller-Hof Festbier,German-Style Oktoberfest / Wiesen (Meadow),5.7,1.0,Brauerei Zoller-Hof,Lager
Zombie Killer Cherry Cyser,Open Category Mead,5.5,1.0,B. Nektar Meadery,Mead
Zombies Take Manhattan,Dry Mead,12.0,1.0,B. Nektar Meadery,Mead
